client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26576740.mp3	جی ابھی کیئے دیتا ہو	2	0	fourties	male			ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26576743.mp3	عموما اسے بیوقوف ہی سمجھا جاتا ہے۔	2	0	fourties	male			ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657544.mp3	صورتحال کے متعلق غلط رائے قائم کرتا ہوں	2	0	fourties	male			ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657545.mp3	تحریک انصاف پنجاب میں پیپلز پارٹی کا نیا ظہور ہے۔	2	1	fourties	male			ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657548.mp3	مقتولین کی تعداد کیوں بڑھتی جارہی ہے؟	2	0	fourties	male			ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657550.mp3	ایسے ماحول میں رہنے والے شہریوں میں قانون ناپسندی کا رجحان فروغ پاتا ہے	2	0	fourties	male			ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657551.mp3	احمد شہزاد کی پابندی میں ہفتوں کا اضافہ	2	0	fourties	male			ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657553.mp3	یہ وہ سوال ہے جو امریکہ کی انتظامیہ کو درپیش ہے۔	2	1	fourties	male			ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657554.mp3	ملک میں سونے کی قیمت تیزی سے بڑھنے لگی	2	0	fourties	male			ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657557.mp3	اب وہ تحریک انصاف کا رخ کر سکتے ہیں کہ پیپلز پارٹی کا	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657559.mp3	سامنے پہاڑوں کی مٹی سورج کی روشنی سے چمک رہی تھی	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657560.mp3	خود ہی اس مخلوق کے رویے پر تبصرہ کیاہے	2	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657561.mp3	قوم نے اپنی آنکھوں سے دیکھ لیا ہے۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657562.mp3	جب حالات میں بہتری نہ ہو اور زبانیں بھی بند ہوں۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657563.mp3	لوگوں کے بیان پر بھروسہ کرتا ہوں	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657564.mp3	یعنی گلوبل وارمنگ یا عالمی تپش	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657567.mp3	ہم چاہتے ہیں کہ ہماری آنے والی نسلوں کو	2	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657568.mp3	گزشتہ ایک ہفتہ کے دوران اسٹیٹ بینک کے زرمبادلہ ذخائر میں اضافہ	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657569.mp3	آذربائیجانی	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657575.mp3	نہ دیوتا، خیر وشرکا مجموعہ ہوتا ہے۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657576.mp3	اور یہ دشوار ترین گزر لئے کھلی رہتی ہے ۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657577.mp3	بینا	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657578.mp3	قدرت کے یہ حسین مناظر	2	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657580.mp3	دوبارہ ضرور آنا	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657582.mp3	آپ کیا تلاش کر رہے ہیں؟	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657583.mp3	یہ ڈبے یا بوتل کو ٹھنڈا کردیتی ہے۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657585.mp3	پارلیمانی جماعتوں کو یہ متحدہ موقف اپنانا چاہیے۔	2	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657586.mp3	غیظ و غضب کا ہدف بن جا تا ہے۔	2	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657589.mp3	سوڈئیم آئن سے ب	2	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657590.mp3	ہم اپنے آپ کو روایتی کہتے ہیں۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657591.mp3	میری کے بالوں کے نئے انداز نے اسے بھیڑ میں بھی منفرد کر دیا تھا۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657592.mp3	تو ہمارے لئے یہ لمحہ فکریہ ہے۔	2	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657596.mp3	اکثر اداکارہ ایشوریا رائے	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657598.mp3	اپنی طرف توجہ مبذول کروانا پسند نہیں کرتا	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657601.mp3	اپنی مزدوری کا انتظار کرتا ہے	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657602.mp3	اس کی وجہ وہی ادھورا مطالعہ اور فکری تعصبات ہیں۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26657604.mp3	اٹلانٹک اسٹینڈرڈ ٹائم	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26674856.mp3	ہم کاروباری افراد معیشت کی کارکردگی سے بہت مطمئن ہیں	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26674857.mp3	ازوریس کا معیاری وقت	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26674858.mp3	حکم لگانا، فیصلہ سنانا، قانون وضع کرنا اورفتویٰ جاری کرنا درحقیقت، عدلیہ اور حکومت کا کام ہے	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26674859.mp3	ریاضی کی علامتیں	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26674865.mp3	پی ایس ایل تھری دلکش نظر نے والی ٹرافی کی مالیت لاکھ روپے سے زائد	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26674869.mp3	جی جی پہچان لیا۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26674874.mp3	آزاد عدلیہ ہو گی۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26674876.mp3	قومی حمیت اور غیرت کی ہمیں فکر ہے۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26674879.mp3	ہم میں وہ خصوصیات کیسے پیداہونگی؟	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26675683.mp3	تمہارا منہ کیوں لٹکا ہوا ہے	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26675698.mp3	تو حالات میں کریں۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26675740.mp3	میں اس سوال کو اسی سیاق و سباق میں دیکھ رہا ہوں۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26678248.mp3	اس سے پہلے کہ "غدار کون؟	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26678249.mp3	ریاست اسے نظر انداز کرے تولاقانونیت جنم لیتی ہے۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26678256.mp3	بے شک ہم ووٹ نہیں ڈال سکتے	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26678258.mp3	ہم ذرا کم عمر تھے۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26678306.mp3	ابھی تو نومبر نے آنا ہے لیکن لگتا یوں ہے	2	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26678309.mp3	آج بھی دیوی دیوتاؤں کے نام کے بت بنا ئے جاتے ہیں	3	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26831866.mp3	یہ مشکل ہوتا ہے	2	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26831867.mp3	یہ میری بھول تھی۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_26831868.mp3	پی سی بی دفاتر کو پراپرٹی ٹیکس کی ادائیگی کی یقین دہانی کرانے پر ڈی سیل کر دیا گیا	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27209996.mp3	کچا انڈہ پی جانا بہتر ہے	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27209997.mp3	میں نے کل بال کٹوائے	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27210000.mp3	دوبارہ تشکیل شدہ چھٹنی کی ترتیب	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27210013.mp3	یہ جماعتیں کب قائم ہوئیں، ان کے سربراہ کون ہیں۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27210041.mp3	یہ بالکل ایسے ہی ہے۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27210045.mp3	نون لیگ برے دنوں میں گھری ہوئی ہے۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27210047.mp3	جو ان پیمانوں پر کسی کالم کو پرکھتے	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27210066.mp3	لہذا انکی معاملات پر گرفت اور کامیابی کا گراف ہمیشہ آسمان کی بلندیوں پر رہتا ہے	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27210067.mp3	کبھی کبھار خیالوں میں کھو جاتا ہوں	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27210069.mp3	جنگ کے خاتمہ پر ملک میں فسادات کا سلسلہ شروع ہوا۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_27210070.mp3	جنرل ضیاء الحق کو سیاست کون سکھاتا۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_28475343.mp3	کچھ مانتے ہیں کہ یہ دنیا ایک طرح کا جہنم ہے۔	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_28475346.mp3	اسلم کیا کرتا ہے	3	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_28475349.mp3	جنہوں نے اپنا سا بقہ پیشہ اختیارکیا	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_28976609.mp3	ٹھوس اقدام نہیں کرسکی	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_28976611.mp3	عبدالرحمن کا انٹرنیشنل کرکٹ سے ریٹائرمنٹ کا اعلان	2	1					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_28976612.mp3	تو اسٹیٹ بینک ہماری برانچ	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_31819433.mp3	پاکستان نے ون ڈے سیریز میں زمبابوے کو کلین سوئپ کردیا	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_31819434.mp3	سے زائد سنیما گھروں میں	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_31819435.mp3	اب نہ تو ہم	2	0					ur	
a5312f5f5413227e7ba0d6e143b0780c4198ce065f883e4f3e4dd7e3826eae703219917c18b2896e706481d3057139b977c60f8adf52cedba781930783499b6c	common_voice_ur_31819436.mp3	زندگی میں مثبت طرف رہتا ہوں	2	0					ur	
